46	Quais são alguns dos concursos em que os alunos do Estratégia foram aprovados?
47	Qual é a reputação do Estratégia Concursos no Reclame Aqui?
48	O que acontece com a pressão em uma tubulação com restrição?
49	Como é possível medir a vazão de um líquido em uma tubulação com restrição?
50	Quais são as condições para a operação de sistemas de rádio de baixa potência em edifícios?
51	Qual é a prioridade dada às mensagens de comunicação de emergência relacionadas com a segurança da vida em equipamentos de radiocomunicação de uso geral?
52	Quais são os sintomas de um dente inflamado?
53	Qual é a causa mais frequente de inflamação no dente?
54	Qual é a função do código apresentado?
55	Como o código evita o problema de arrastar a imagem e a senha continuar exposta?
56	Qual é a indicação do Collagen 2 Joint Essential?
57	Qual é a quantidade de colágeno oferecida em uma dose do produto?
58	Quais são os setores do hospital que têm ligação direta com o setor de enfermagem em clínica médica?
59	O que é oferecido no portfólio de cursos na área de enfermagem mencionado no texto?
60	Qual é o modelo da impressora industrial sublimática da Epson?
61	Para quais tipos de impressão a impressora Epson SureColor F10070H é indicada?
62	Qual foi a sequência mais popular de Pac-Man?
63	Qual foi o impacto do jogo Pac-Man no ambiente de trabalho quando o Google lançou uma versão jogável em seu logotipo?
64	Quais são os cuidados necessários para trabalhos em altura?
65	Quais são os principais tipos de cinto de segurança e para quais atividades eles são indicados?
66	Quais são as opções de transporte oferecidas pela DHL?
67	Como a DHL garante a segurança no transporte de mercadorias perigosas?
68	Qual é a formação acadêmica da secretária da Educação do Rio Grande do Sul?
69	Quais cargos Raquel Teixeira ocupou em Goiás antes de se tornar secretária de Educação do Rio Grande do Sul?
70	Como é possível mudar hábitos ruins?
71	Quais são algumas dicas para evitar tentações e cultivar hábitos positivos?
72	Quais são as diferenças entre as opiniões dos Analistas Fundamentalistas e dos Analistas Técnicos?
73	Qual é o perfil de investidor indicado para investir em ações e quais são os riscos envolvidos?
74	Quais são as vantagens de se ter um soundbar?
75	Por que as televisões atuais normalmente não apresentam boas configurações de áudio?
76	O que é LVM e como é utilizado em algumas distribuições Linux?
77	Como as pessoas podem se sentir em relação ao LVM no início, e como isso pode mudar com o tempo?
78	Qual é a música de Natal mais popular de Mariah Carey?
79	Quem participa da nova versão do clipe de "All I Want For Christmas Is You" de Mariah Carey?
80	Quais são as vantagens das atividades assíncronas em relação às síncronas?
81	Como a tecnologia evoluiu nos últimos 13 anos para permitir mais opções de plataformas de webconferência?
82	Qual é a finalidade do termo de liberação mencionado na passagem?
83	Em que momento o termo aditivo pode ser lavrado e qual é a sua relação com a apresentação de nova defesa escrita ao auto de infração?
84	Quais são os efeitos colaterais raros do Viagra®?
85	Quantos comprimidos de Viagra® podem ser usados em um período de 24 horas?
86	Qual foi o fato político que mobilizou todos os segmentos da sociedade no Brasil?
87	Qual foi a região do Brasil que teve uma base sólida para a articulação dos movimentos sociais e sindicais no movimento por eleições diretas?
88	O que é a campanha "Julho Amarelo"?
89	Quais são os sintomas da hepatite e como ela pode ser causada?
90	Qual é o objetivo do texto?
91	O que é mencionado como uma fonte de dicas de inglês no texto?
92	Qual é o impacto da redução de verba destinada ao combate ao trabalho escravo?
93	Quantos trabalhadores foram libertados em 2020 e como esse número se compara ao ano anterior?
94	Qual a origem do uso recreativo da ketamina?
95	Quais são os efeitos físicos e mentais potencialmente perigosos do uso de LSD?
96	Quais são as etapas da despesa pública?
97	De acordo com a Lei nº 4.320/1964, o que é permitido na execução do orçamento em relação ao empenho da despesa?
98	Quais países estão incluídos na lista de países que precisam de um modelo de carta convite para visitar o Brasil?
99	O que é uma carta convite e por que é necessária para visitar o Brasil?
100	Quais são as companhias de seguros mencionadas na lista?
101	Qual é a diferença entre a Zurich Brasil Seguros S.A. e a Zurich Brasil Vida e Previdência S.A.?
102	Qual é a fórmula utilizada para simplificar a equação de capacitância?
103	Qual é o valor da capacitância C4?
104	Qual é o termo inicial da correção monetária em uma ação monitória envolvendo nota promissória?
105	Quando os juros de mora começam a incidir em uma ação monitória envolvendo nota promissória?
106	Qual é o órgão responsável pela CBO nº 1427-05?
107	Quais são os sinônimos para a ocupação de Gerente de Projetos e Serviços de Manutenção?
108	Como os antipsicóticos atípicos diferem dos antipsicóticos típicos?
109	Como o bloqueio do receptor 5HT2A pode ajudar a reduzir os efeitos colaterais dos antipsicóticos atípicos?
110	Quais são os critérios para candidatos com deficiência concorrerem a vagas em universidades?
111	Quais são os critérios para candidatos autodeclarados pretos, pardos ou indígenas concorrerem a vagas em universidades?
112	Quais são as fontes citadas na passagem?
113	Qual é o tema principal abordado nas fontes citadas?
114	Qual foi a mudança feita pelos produtores na série The Leftovers?
115	O que é mencionado sobre a filha do personagem principal na série?
116	Qual é a opinião do cacique Txuã Huni Kuin sobre o uso recreativo do rapé?
117	Quais são as consequências do uso leviano de plantas de poder, segundo o especialista Diego Caniza?
118	Quais são os critérios considerados para avaliar as melhores faculdades de Letras em São Paulo?
119	Quais são as melhores faculdades de Letras em São Paulo, segundo a Folha?
120	Quais são os objetivos do treinamento LOTO - Lockout e Tagout?
121	Qual é o objetivo do treinamento NR 17 Ergonomia e qual é o item da NR 17 que trata do transporte manual de cargas?
122	Qual é o tema principal dos livros mencionados na passagem?
123	Além dos livros, que outras fontes de informação sobre Elizeth Cardoso são mencionadas na passagem?
124	Qual é a função dos dispositivos instalados pelos motoristas em seus carros?
125	Quantas vezes o dispositivo alertou o motorista durante a viagem de acordo com o gráfico exibido no painel do carro?
126	Como a idade e condições médicas de longo prazo podem afetar a resposta à vacinação contra covid-19?
127	Por que alguns países estão planejando oferecer reforços de vacinação contra covid-19?
128	Como é calculado o adicional de IR para empresas que optam pelo lucro presumido?
129	Como configurar o sistema fiscal para calcular o adicional de IR?
130	Quais são os sintomas que podem indicar problemas de ouvido, nariz e garganta?
131	O que a Clínica Croce oferece para o tratamento de doenças respiratórias e alergias?
132	O que é homeostasia?
133	Qual é a função do sistema nervoso autônomo no controle do corpo?
134	Qual é a forma correta de escrita da palavra que se refere a um pequeno dispositivo que produz chama?
135	Qual é a diferença de uso da palavra isqueiro entre o português falado no Brasil e em Portugal?
136	Quais medidas cautelares podem ser aplicadas a parlamentares?
137	Por que não é possível aplicar multa diária como medida cautelar no processo penal?
138	Como as mudanças sociais afetam a vida dos professores?
139	Por que a sociedade está cética em relação à educação?
140	O que é permitido em relação a reparos internos e substituição de aberturas em geral?
141	Quais são as restrições para o rebaixamento de meio-fio para acesso veicular?
142	Qual é o objetivo do material mencionado na passagem?
143	Quais são os temas abordados nas aulas demonstrativas mencionadas na passagem?
144	Qual é o assunto abordado na questão?
145	Qual é a classificação sintática do sujeito da forma verbal "notava"?
146	O que significa sonhar com pé torto?
147	O que é sugerido pela passagem para entender melhor o momento amoroso e investir melhor a energia espiritual?
148	Qual é o erro que as pessoas estão enfrentando?
149	Como é possível visualizar os débitos de Regularidade FGTS?
150	Como negociar uma bolsa-auxílio de estágio?
151	Além de vale transporte e refeição, quais outros gastos um estagiário deve considerar ao indicar um valor de bolsa-auxílio?
152	O que é a dieta detox?
153	Como o suco detox com pepino pode ajudar no emagrecimento?
154	Quem desenvolveu o conceito de identidade corporativa?
155	Qual é o objetivo da identidade corporativa e como ela pode beneficiar uma empresa?
156	Quais são os cursos oferecidos pela instituição?
157	Quais são os benefícios do cartão de crédito Santander SX?
158	Qual é a finalidade do Ivermectan Pet?
159	Como deve ser feita a administração do Ivermectan Pet em cães?
160	Como a repetição do gesto de rabiscar ajuda no desenvolvimento do desenho da criança?
161	Por que é importante ter contato com diferentes formas de manifestações artísticas para ampliar as possibilidades de sentir, pensar e operar com elas?
162	Qual foi a reação da família e da namorada do autor ao ver o aplicativo que ele criou?
163	Como o autor conseguiu adquirir experiência e construir um portfólio para conseguir trabalhos remunerados na área de programação?
164	Qual é a diferença entre atendimento padronizado e personalizado?
165	Quais são os benefícios do atendimento padronizado?
166	Quantas vagas de emprego estão disponíveis no programa Jovem Aprendiz oferecido pelo Espro em Amparo?
167	Quais são os pré-requisitos para participar da seleção de Jovem Aprendiz no Espro em Amparo?
168	Qual é a "fonte da verdade" em aplicações Vue?
169	O que é o store pattern e como ele ajuda a resolver problemas de depuração em aplicações Vue?
170	Quais são os músculos trabalhados no nado crawl e no nado de costas?
171	Existem contraindicações para a prática do nado crawl?
172	Qual é o objetivo da alteração de informações já existentes?
173	Como é definido o período de validade das informações prestadas no evento?
174	Quais são os requisitos para o cargo de docente em nível superior no concurso SEMED Maceió?
175	Como será realizada a avaliação dos títulos no processo seletivo simplificado da SEMED Maceió?
176	Quem são os autores do documento e qual é a sua formação acadêmica?
177	O que é a massa patrimonial e quais são seus componentes?
178	Qual foi a recomendação da Igreja em relação à classe operária na introdução do serviço social na capital da república?
179	Por que a formação técnica especializada para a prática de assistência é vista como uma necessidade social que envolve não apenas o aparato religioso, mas também o Estado e o empresariado?
180	Qual é o objetivo do fármaco BMS 488043?
181	Qual é a dosagem recomendada para o PRO 542 em crianças na fase I / II?
182	Quais são as porcentagens de aprovação de críticos para as séries da Marvel "WandaVision", "Falcão e o Soldado Invernal", "Loki", "What If...?" e "Gavião Arqueiro"?
183	Qual é a diferença entre a porcentagem de aprovação de críticos e a pontuação média no Metacritic para a série "Falcão e o Soldado Invernal"?
184	Quais são as opções para decorar a área externa da loja no Natal?
185	Qual é o impacto da decoração bem feita no interior da loja para as vendas?
186	Qual é o desconto máximo oferecido pela Panvel?
187	Como utilizar um cupom de desconto na loja online da Panvel?
188	Qual é a função do EaseUS Recoverit para Windows?
189	Quais são as vantagens e desvantagens do EaseUS Recoverit para Windows?
190	Qual é a legislação tributária aplicável aos ambulantes que vendem mercadorias em outro estado?
191	O que acontece com as mercadorias em situação irregular encontradas com ambulantes inscritos em outro estado?
192	Quais fatores contribuem para o aumento da quantidade de carros nas ruas no Brasil?
193	O que é o Dia Mundial Sem Carro e qual é o objetivo dessa iniciativa?
194	O que é o direito ao foro ou prazo em vidas?
195	Por que a Casa Real Portuguesa concedia aforamentos ou prazos?
196	Quais são as melhorias do novo Nissan Micra em relação ao seu antecessor?
197	Qual foi o tema central da 68ª edição do Salão de Frankfurt?
198	Qual é o objetivo do professor no ensino de língua estrangeira?
199	O que é o PCN de Língua Estrangeira e onde é possível acessá-lo?
200	Quais são os efeitos colaterais relatados com o uso da pílula?
201	Quais são as situações que aumentam o risco de coágulos sanguíneos ao usar a pílula?
202	O que é a Síndrome de Burnout?
203	Como o clima organizacional pode influenciar na motivação dos colaboradores?
204	Qual é a opinião do autor sobre o perfume em questão?
205	Como o autor descreve a fragrância do perfume?
206	Qual é o valor da negociação para o lançamento exclusivo de Hotel Transilvânia 4?
207	Quais outras animações da Sony foram vendidas para o Netflix em 2021?
208	Qual é o valor aproximado dos dividendos que a Enauta irá distribuir?
209	Por que o autor da passagem sugere que é necessário ter "um pouco de estômago" para comprar ações da Enauta?
210	Qual é a função do Excel que permite montar um controle de estoque facilmente?
211	Como a validação de dados funciona no Excel para restringir o conteúdo da célula QUANT com base no valor da célula ESTOQUE?
212	Qual é a visão do autor sobre a ação democrática?
213	Quais são as relações de equivalência semântica presentes no texto?
214	Qual é a especialidade do escritório de advocacia de Regina Beatriz Tavares da Silva?
215	Quem se tornou sócio de RBTSSA em 2010 e em que áreas ele agregou conhecimentos?
216	Quem desenvolveu a Teoria da Perspectiva e em que ano?
217	Como a Teoria da Perspectiva pode explicar alguns comportamentos observados na economia?
218	Qual a importância do diagnóstico de alterações no processamento auditivo em crianças com dificuldades de aprendizagem?
219	Como as crianças com alteração do processamento auditivo podem ser beneficiadas?
220	Qual é o conselho da autora para quem está fazendo tranças pela primeira vez?
221	Além das pomadinhas, que outro produto é recomendado para aliviar a coceira no couro cabeludo?
222	Quem é Judith Butler e qual é sua teoria sobre gênero?
223	Quem é Ruth Barcan Marcus e qual é sua contribuição para a filosofia?
224	Qual é o objetivo da Lei Ordinária 7728 de Jaraguá do Sul?
225	Quem é responsável pela construção e manutenção das calçadas defronte às propriedades no Município de Jaraguá do Sul?
226	Quais são os dispositivos externos que podem ser conectados a um computador?
227	O que é necessário para se conectar à internet e quais são as diferenças entre os provedores de acesso?
228	O que acontece com a pontuação na CNH de um motorista que recebe uma multa com um carro da empresa?
229	Qual é o prazo para identificar o condutor responsável por uma multa de trânsito?
230	Por que algumas mulheres sentem dor na primeira vez que fazem sexo?
231	Como a tensão muscular pode afetar a experiência da primeira vez?
232	Qual é a função do plugin GDPR Cookie Consent?
233	O que é armazenado no cookie "viewed_cookie_policy"?
234	Qual é o objetivo do artigo em questão?
235	Quais são as condições que as instituições comunitárias, confessionais ou filantrópicas sem fins lucrativos devem cumprir para o cômputo das matrículas?
236	Quais são as especialidades oferecidas pelos dentistas mencionados na passagem?
237	Os dentistas mencionados atendem apenas pacientes particulares ou também aceitam convênios?
238	Quais tipos de veículos estão sendo vendidos ou trocados na região de Grande Campinas?
239	Qual é o valor da carroceria de madeira para caminhões anunciada pela loja "Império das Peças"?
240	Qual é a aliança que Jó fez com Deus?
241	Qual é a mensagem principal da passagem em relação ao que devemos fixar nossos olhos e pensamentos?
242	Qual é o tema principal da passagem?
243	Quais são as características das gratificações e auxílios mencionados na passagem?
244	O que é o exame preventivo?
245	É possível identificar a gravidez através do exame preventivo?
246	O que são eventos desencadeantes?
247	Como é possível aproveitar os eventos de gatilho para fazer uma chamada de vendas eficaz?
248	Qual é a relação entre indivíduo e grupo na visão de Merleau-Ponty?
249	Como a educação tradicionalmente lidou com a questão do indivíduo X grupo e qual é o desafio atual da escola em relação a essa questão?
250	Qual foi a última vez que houve um edital para o concurso Embrapa?
251	Quais foram os cargos oferecidos no último concurso Embrapa e quais eram os salários iniciais?
252	Qual é o benefício fiscal mencionado no artigo?
253	Quais são as leis que tratam dos benefícios fiscais mencionados no parágrafo único?
254	Quais são as empresas que fazem parte do Grupo Lumis e em que setores elas atuam?
255	O que é a Mais Lumis e qual é o seu objetivo?
256	Como acessar a tela de atualização de saldos de produtos?
257	Como criar uma planilha para ajuste de custo de produtos e qual é a regra para o cálculo?
258	Qual é a norma regulamentadora que exige a elaboração do mapa de riscos?
259	O mapa de riscos tem validade?
260	Como solicitar a avaliação de supostas falhas de fabricação em um produto?
261	O que acontece se o produto encaminhado para análise de defeitos não estiver dentro das especificações exigidas?
262	O que é o Certificado de Entidade Beneficente da Assistência Social (CEBAS)?
263	Quais são os benefícios que uma entidade filantrópica pode usufruir ao obter o CEBAS?
264	Quando surgiu a publicidade no Brasil?
265	Quais foram os primeiros meios de propaganda utilizados no país?
266	Qual é o ideal liberal expresso nas ações do personagem Robinson Crusoé?
267	Como esse ideal se opunha à organização da sociedade do Antigo Regime?
268	Qual é a presunção de paternidade no caso de fecundação artificial homóloga?
269	Qual é a posição da doutrina brasileira em relação à reprodução póstuma?
270	Quais são os principais pontos turísticos de Atlanta?
271	Qual é a melhor época para visitar Atlanta?
272	Qual é o título do filme mencionado na passagem?
273	Quais são os diferentes portais e bancos de dados que mencionam o filme "The Adventures of Rocky and Bullwinkle"?
274	Qual foi a tendência criada por Sugar Minott no final dos anos 60?
275	Quais foram os cantores que emergiram como grandes astros no início da era do dancehall?
276	Como um estagiário pode contribuir com a escola após a conclusão das atividades de estágio?
277	Qual é o título do trabalho proposto no plano de aula mencionado na passagem?
278	Qual é a garantia constitucional relacionada à implementação do Plano Nacional de Cultura?
279	Quais são os componentes do Sistema Nacional de Cultura?
280	Quais são as principais dificuldades enfrentadas pelos médicos em sua profissão?
281	Como a pressão da sociedade pode afetar a vida dos médicos?
282	O que é o RAPP e qual é o seu objetivo?
283	Quem é obrigado a entregar o RAPP e quais são as consequências de não fazê-lo?
284	Qual a diferença entre fritadeiras elétricas e a gás?
285	Como escolher a potência adequada para uma fritadeira elétrica em um estabelecimento?
286	Qual é a possível origem do sobrenome Cota?
287	De onde é a família Cota mencionada na passagem e qual é a história associada a ela?
288	Qual é o tema principal da passagem?
289	Qual é o papel da esposa do pastor na comunidade religiosa?
290	O que é Womax Plus e como funciona?
291	Como identificar se o Womax Plus é falso ou original?
292	Para quais transtornos o Cloridrato de Ziprasidona é indicado?
293	Quais são as contraindicações do Cloridrato de Ziprasidona?
294	O que é vibração e como ela está presente em todas as formas de vida?
295	Quais são as sensações e emoções transmitidas pelas cores branco e violeta?
296	Qual é a responsabilidade do proprietário ou diretor responsável de uma empresa de segurança privada e de transporte de valores em relação às armas de fogo, acessórios e munições que estejam sob sua guarda?
297	Quais são os requisitos que os empregados que portarão arma de fogo devem cumprir de acordo com o art. 4º desta Lei?
298	Como as asserções podem ser úteis na programação?
299	O que deve ser verificado antes de usar uma asserção em um algoritmo?
300	Qual era o significado original da palavra "família" entre os romanos?
301	De acordo com Engels, o que a família moderna contém em germe?
302	Qual é a taxa de juros oferecida pela empresa para empréstimos de emergência?
303	Qual é o contato de e-mail da empresa para mais informações sobre empréstimos?
304	Qual é o tema do texto?
305	Quais são os tipos de crimes previstos no Estatuto da Criança e do Adolescente?
306	Quais são as análises importantes no contexto da alimentação e nutrição?
307	Como as disparidades regionais afetam a prevalência de pobreza humana e a saúde nutricional das crianças no Nordeste?
308	Qual é o tema principal do texto?
309	Quais são os exemplos de documentos comumente consultados para elaboração de trabalhos técnicos e científicos?
310	O que é o gatilho mental da escassez em copywriting?
311	Além do gatilho mental da escassez, quais outras dicas são recomendadas para produzir textos mais chamativos em copywriting?
312	Qual é a mensagem transmitida por Jesus Cristo e o Apóstolo sobre o nosso corpo?
313	O que é lembrado na segunda dezena do Rosário?
314	Qual é o recurso marcante do Opera?
315	Além dos marcadores e histórico de navegação, quais outras opções estão disponíveis na barra lateral do Opera?
316	Qual é o medicamento alternativo que pode ajudar a reduzir o colesterol?
317	Por que o medicamento alternativo pode ser uma opção para pessoas que não toleram altas doses de estatinas ou não respondem a elas?
318	Qual é o objetivo da argamassa na instalação da tela?
319	Quais são as dimensões das peças de peroba utilizadas nos travamentos transversais?
320	Qual é a diferença entre o ether e outras criptomoedas?
321	Como funciona a plataforma Ethereum e como ela é usada para criar mercados digitais?
322	Como a absorção da hidralazina é afetada pela capacidade acetiladora do indivíduo?
323	Como a ingestão de alimentos afeta a biodisponibilidade e o efeito vasodilatador da hidralazina administrada por via oral?
324	Como um ERP pode ajudar no controle de um negócio?
325	Como a implementação do modelo omnichannel pode ser benéfica para uma marca?
326	Como inicializar uma variável em C#?
327	Qual é a precisão do tipo de dados decimal em C#?
328	Como funciona o plano com eSIM e quais são suas vantagens?
329	Por que não é recomendado usar o plano de celular do Brasil na França e qual é a alternativa sugerida?
330	Qual é a opinião geral dos comentaristas sobre o filme?
331	O que o diretor poderia ter feito para melhorar o filme?
332	Quais são os filmes mencionados na passagem?
333	Qual é a história do filme "P.S. Eu Te Amo"?
334	Qual é a habilidade fundamental para a realização de qualquer jogada no futebol?
335	Por que a condução da bola é uma habilidade difícil de ser aplicada?
336	Quais são as medidas tomadas para melhorar a educação no Brasil?
337	Quais são as iniciativas para garantir a inclusão de alunos com deficiência na educação?
338	Que tipos de rankings de universidades são mencionados na passagem?
339	Qual é a diferença entre o ranking de empregabilidade global e o ranking de impacto universitário mundial do THE Times Higher Education?
340	Quem é Adam em Dark?
341	O que é a massa negra em Dark e como ela é explicada na série?
342	Qual a importância de compreender o contexto histórico da Palestina do primeiro século para entender o Novo Testamento?
343	Como o estudo da Palestina do primeiro século pode ajudar a refletir sobre as injustiças sociais da nossa geração?
344	Quais são as estratégias de administração da relação com o ambiente adotadas pelas organizações?
345	Como a análise dos stakeholders pode ser uma ferramenta útil para entender o ambiente organizacional?
346	Quais são as características da bicicleta infantil mencionada na passagem?
347	Quais são os prós e contras da bicicleta infantil mencionada na passagem?
348	O que a comissão encontrou em diversas pedras isoladas em roda da mesma Gávea?
349	Qual a comparação feita pela comissão entre Pitágoras e Anaxágoras e a análise que eles fizeram da inscrição encontrada?
350	O que é o projeto desenvolvido pelo software mencionado na passagem?
351	Por que a dispensa de constituição de provisão para autuação da Secretaria da Receita Federal do Brasil foi mantida?
352	Qual é a base legal para a responsabilidade objetiva do Estado?
353	Por que a responsabilidade objetiva do Estado não exige a perquirição de culpa?
354	Como funciona a Fase Principal em um duelo de cartas?
355	O que acontece quando um jogador perde um duelo de cartas?
356	O que é um projeto de assentamento?
357	Qual a diferença entre família beneficiária e família assentada em um projeto de assentamento?
358	Qual é a missão do Programa de Pós-Graduação em Educação da Universidade Federal do Paraná?
359	Quais são as exigências para candidatos ao Mestrado e Doutorado no PPGE?
360	Qual é o tema principal abordado na passagem?
361	Quais são os direitos trabalhistas mencionados na passagem?
362	Qual era a concepção da Terra na Antiguidade?
363	Qual foi o experimento realizado por Eratóstenes que forneceu a prova mais convincente do modelo esférico da Terra?
364	Como devem ser registrados os encargos financeiros em empreendimentos imobiliários do grupo nas demonstrações contábeis consolidadas?
365	Como devem ser apropriados os encargos decorrentes de empréstimos e financiamentos obtidos de terceiros por entidade controladora cujos recursos tenham sido repassados e aplicados em empreendimentos imobiliários de suas controladas e coligadas nas demonstrações contábeis consolidadas?
366	Qual é o tema principal dos documentos listados?
367	Quais são as datas de homologação dos documentos mencionados?
368	Qual é a jurisprudência citada na passagem?
369	Em quais situações é necessário o pagamento de adicional de insalubridade, de acordo com a Súmula nº 448, II?
370	Quais são os requerimentos de audiência pública apresentados pelos deputados?
371	Quem são os convidados para a audiência pública proposta pela Deputada Luiza Erundina e qual é o tema a ser debatido?
372	Quais são os compositores mencionados na passagem?
373	Em que disco Bethânia participou com canções do compositor J. Michiles?
374	Quais são as plantas que florescem em dias longos e quais são as plantas que florescem em dias curtos?
375	Como as plantas regulam suas funções em relação ao fotoperíodo?
376	O que é o fator de potência?
377	Quais unidades consumidoras podem ser taxadas pela multa de baixo fator de potência?
378	Qual é o preço médio dos revólveres calibre .38 SPL na Casa do Tiro?
379	Quais são as opções de parcelamento disponíveis para a compra de um revólver calibre .38 SPL na Casa do Tiro?
380	Como atualizar um boleto bancário da Caixa?
381	É possível utilizar um boleto vencido para pagamento em toda a rede bancária?
382	Quais são os pratos oferecidos no cardápio?
383	Qual é o preço do bife de vazio Black Angus?
384	Como as bactérias que causam cárie afetam a saúde bucal do bebê?
385	Qual é a quantidade recomendada de pasta de dente com flúor para bebês e crianças?
386	Qual é a diferença entre as formas de conjugação do verbo "adequar" na norma europeia e na norma brasileira do português?
387	Qual é a melhor expressão para designar um local com múltiplas atividades relacionadas ao mar, como loja, museu, biblioteca, restaurante, mecânica, pintura, manutenção e parqueamento de barcos? Qual é a diferença entre os termos "náutico" e "naval" e entre "centro" e "complexo" nesse contexto?
388	O que é necessário para que o repasse do incentivo financeiro de custeio seja realizado?
389	Qual é o valor mensal acrescido ao Limite Financeiro de Média e Alta Complexidade do Estado ou do Distrito Federal após o credenciamento de um CAPS AD III?
390	Qual é o nome da desportista mais bem paga do mundo?
391	Em quais torneios de tênis Maria Sharapova foi finalista?
392	O que a Bíblia diz sobre aquele que faz a vontade de Deus?
393	Como Jeová considera o ministério de alguém bem-sucedido, de acordo com a passagem?
394	Qual é a noção de texto no período das Gramáticas Textuais?
395	Como o texto era visto no período das Gramáticas Textuais em relação ao discurso?
396	O que é o Viva Mais Previdência e qual é o seu objetivo?
397	Quais são as vantagens de aderir ao plano de previdência oferecido pelo Viva Mais Previdência?
398	Qual é a importância da aprendizagem a distância para uma parcela significativa da população brasileira?
399	Qual é a responsabilidade dos pais ou responsáveis em relação à alimentação das crianças brasileiras?
400	Quais são os bairros e condomínios mencionados no texto?
401	Qual é o horário de expediente da Servicon e como é possível entrar em contato com eles?
402	Qual empresa ganhou o contrato para a entrega de dois jatos A330-200 para o Comando da Aeronáutica?
403	Qual é o objetivo da captação de R$ 700 milhões pela Usiminas?
404	Qual é o artigo mencionado na passagem?
405	O que acontece com o crédito mencionado no artigo?
406	Qual é a relação entre linguagem e socialização, de acordo com o autor do livro "A linguagem"?
407	Qual é o objetivo do discurso sobre a infância veiculado pelo jornal no início do século XX, de acordo com o texto?
408	Qual é o tema principal das apresentações de trabalho de M.A. Aquino?
409	Em que ano foi realizada a apresentação de trabalho intitulada "A contemporaneidade e a permanência das práticas autoritárias"?
410	Qual é o objetivo do Memento Fitoterápico lançado pela Anvisa?
411	Quais são os preconceitos que as pessoas têm em relação aos fitoterápicos?
412	Como entrar em contato com a Caixa Econômica Federal para resolver problemas?
413	Além dos canais de atendimento oficiais da Caixa, quais outras formas de contato podem ser utilizadas para resolver problemas com o banco?
414	Qual é a relação entre AVE criptogênico e forame oval patente?
415	Qual é a prevalência de forame oval patente na população adulta?
416	O que significa a combinação de Lua e Cavaleiro nas cartas de tarô?
417	Qual é o significado da combinação de Lua e Caixão nas cartas de tarô?
418	Quais são os critérios para idosos com renda igual ou inferior a 2 salários mínimos terem direito a benefícios de transporte?
419	Como funciona o programa de cestas básicas para famílias em situação de vulnerabilidade temporária?
420	Quais são os parâmetros avaliados durante um Teste Ergométrico?
421	Como as arritmias cardíacas podem indicar risco cardiovascular aumentado, de acordo com um estudo mencionado na passagem?
422	Qual a origem do gorro vermelho na lenda do Saci?
